complexity,accuracy,distortion,mse,round,trial
7.1525574e-05,2.861023e-05,5.111642,1650.6097,0.0,1.0
3.8146973e-06,3.8146973e-06,5.1116667,1650.6084,1.0,1.0
1.8119812e-05,1.8119812e-05,5.1116524,1650.595,2.0,1.0
8.9645386e-05,8.869171e-05,5.111582,1650.5082,3.0,1.0
0.0004825592,0.00048065186,5.11119,1649.9587,4.0,1.0
0.0027256012,0.0027227402,5.1089478,1646.4845,5.0,1.0
0.01577282,0.01575756,5.095913,1624.8998,6.0,1.0
0.087555885,0.08748245,5.024188,1505.1726,7.0,1.0
0.3691826,0.3688488,4.7428217,1093.9059,8.0,1.0
0.85198975,0.85100174,4.2606688,582.7398,9.0,1.0
1.1914196,1.1896572,3.9220133,351.57922,10.0,1.0
1.3514671,1.3491621,3.7625084,279.52695,11.0,1.0
1.4259424,1.4233265,3.688344,255.21222,12.0,1.0
1.4613457,1.4585638,3.6531067,246.13538,13.0,1.0
1.478775,1.4759083,3.6357622,242.34431,14.0,1.0
1.4879761,1.4850626,3.626608,240.50993,15.0,1.0
1.4930754,1.4901352,3.6215353,239.56337,16.0,1.0
1.496006,1.4930534,3.618617,239.04861,17.0,1.0
1.4977417,1.4947796,3.616891,238.75308,18.0,1.0
1.4987917,1.4958248,3.6158457,238.57347,19.0,1.0
1.4994373,1.4964676,3.615203,238.45793,20.0,1.0
1.499835,1.4968662,3.6148043,238.37956,21.0,1.0
1.500082,1.4971094,3.614561,238.32376,22.0,1.0
1.5002298,1.4972591,3.6144114,238.28224,23.0,1.0
1.5003157,1.497345,3.6143255,238.25008,24.0,1.0
1.5003605,1.4973907,3.6142797,238.22449,25.0,1.0
1.5003748,1.497405,3.6142654,238.20401,26.0,1.0
1.5003672,1.4973965,3.614274,238.18796,27.0,1.0
1.5003405,1.4973707,3.6142998,238.17593,28.0,1.0
1.5002975,1.4973288,3.6143417,238.16754,29.0,1.0
1.5002432,1.4972763,3.6143942,238.16214,30.0,1.0
1.5001831,1.4972172,3.6144533,238.15903,31.0,1.0
1.5001211,1.4971542,3.6145163,238.15746,32.0,1.0
1.5000601,1.4970932,3.6145773,238.15689,33.0,1.0
1.5,1.497035,3.6146355,238.15692,34.0,1.0
1.4999456,1.4969807,3.6146898,238.1571,35.0,1.0
1.499898,1.496933,3.6147375,238.15729,36.0,1.0
1.4998531,1.496892,3.6147785,238.15715,37.0,1.0
1.4998178,1.4968538,3.6148167,238.15675,38.0,1.0
1.4997883,1.4968224,3.6148481,238.15604,39.0,1.0
1.4997597,1.4967976,3.614873,238.15503,40.0,1.0
1.4997368,1.4967756,3.6148949,238.15384,41.0,1.0
1.4997187,1.4967566,3.614914,238.15257,42.0,1.0
1.4997025,1.4967403,3.6149302,238.15132,43.0,1.0
1.4996881,1.4967251,3.6149454,238.15013,44.0,1.0
1.4996738,1.4967127,3.6149578,238.14899,45.0,1.0
1.4996624,1.4967012,3.6149693,238.14792,46.0,1.0
1.4996538,1.4966908,3.6149797,238.1468,47.0,1.0
1.4996424,1.4966822,3.6149883,238.14583,48.0,1.0
1.4996357,1.4966745,3.614996,238.14487,49.0,1.0
1.4996281,1.4966669,3.6150036,238.14388,50.0,1.0
1.4996233,1.4966621,3.6150084,238.14293,51.0,1.0
1.4996185,1.4966564,3.615014,238.14201,52.0,1.0
1.4996147,1.4966526,3.615018,238.14116,53.0,1.0
1.49961,1.4966497,3.6150208,238.14037,54.0,1.0
1.4996071,1.4966469,3.6150236,238.13965,55.0,1.0
1.4996033,1.4966412,3.6150293,238.13895,56.0,1.0
1.4996014,1.4966402,3.6150303,238.13837,57.0,1.0
1.4995975,1.4966373,3.6150331,238.13785,58.0,1.0
1.4995947,1.4966335,3.615037,238.13745,59.0,1.0
1.4995918,1.4966326,3.615038,238.13712,60.0,1.0
1.499588,1.4966288,3.6150417,238.13686,61.0,1.0
1.4995852,1.496625,3.6150455,238.13664,62.0,1.0
1.4995832,1.4966221,3.6150484,238.13657,63.0,1.0
1.4995775,1.4966173,3.6150532,238.13657,64.0,1.0
1.4995756,1.4966164,3.6150541,238.13661,65.0,1.0
1.4995718,1.4966106,3.6150599,238.13676,66.0,1.0
1.4995689,1.4966078,3.6150627,238.13695,67.0,1.0
1.4995642,1.496603,3.6150675,238.13719,68.0,1.0
1.4995584,1.4965992,3.6150713,238.1375,69.0,1.0
1.4995546,1.4965963,3.6150742,238.13791,70.0,1.0
1.4995499,1.4965906,3.6150799,238.13832,71.0,1.0
1.499546,1.4965839,3.6150866,238.13884,72.0,1.0
1.4995413,1.496582,3.6150885,238.1394,73.0,1.0
1.4995346,1.4965763,3.6150942,238.14006,74.0,1.0
1.4995289,1.4965687,3.6151018,238.1408,75.0,1.0
1.4995232,1.4965639,3.6151066,238.14159,76.0,1.0
1.4995165,1.4965572,3.6151133,238.14243,77.0,1.0
1.4995108,1.4965515,3.615119,238.14333,78.0,1.0
1.4995041,1.4965439,3.6151266,238.14427,79.0,1.0
