complexity,accuracy,distortion,mse,round,trial
1.6602492,0.80777216,1.1042557,10.112972,0.0,1.0
1.7774668,0.7572279,1.1547999,13.285754,1.0,1.0
2.4510183,1.2616515,0.6503763,10.233876,2.0,1.0
2.760115,1.5048842,0.4071436,7.9097376,3.0,1.0
2.9134555,1.6073608,0.304667,5.4596767,4.0,1.0
3.0508842,1.706883,0.20514488,1.9991926,5.0,1.0
3.117846,1.7650108,0.147017,0.45371148,6.0,1.0
3.1219268,1.7689447,0.1430831,0.40000728,7.0,1.0
0.38424635,0.1624465,1.7495813,15.341747,0.0,2.0
0.7857313,0.305933,1.6060948,13.716017,1.0,2.0
1.830955,0.8073406,1.1046872,9.506517,2.0,2.0
2.4556727,1.2579045,0.6541233,4.8117924,3.0,2.0
2.8287818,1.5750642,0.33696365,1.9407692,4.0,2.0
3.052698,1.7336082,0.17841959,0.55647373,5.0,2.0
3.1205082,1.7683744,0.1436534,0.4003749,6.0,2.0
3.1219273,1.7686491,0.14337873,0.40000004,7.0,2.0
0.0,1.4305115e-06,1.9120264,16.499998,0.0,3.0
0.0,1.4305115e-06,1.9120264,16.499998,1.0,3.0
0.0,4.7683716e-07,1.9120274,16.500004,2.0,3.0
4.7683716e-07,0.0,1.9120278,16.500002,3.0,3.0
0.0,4.7683716e-07,1.9120274,16.5,4.0,3.0
4.7683716e-07,0.0,1.9120278,16.5,5.0,3.0
0.0,-4.7683716e-07,1.9120283,16.500002,6.0,3.0
9.536743e-07,-4.7683716e-07,1.9120283,16.5,7.0,3.0
-4.7683716e-07,0.0,1.9120278,16.5,8.0,3.0
9.536743e-07,-9.536743e-07,1.9120288,16.500002,9.0,3.0
4.7683716e-07,4.7683716e-07,1.9120274,16.5,10.0,3.0
0.0,0.0,1.9120278,16.5,11.0,3.0
4.7683716e-07,4.7683716e-07,1.9120274,16.5,12.0,3.0
2.3841858e-06,0.0,1.9120278,16.499994,13.0,3.0
9.536743e-06,2.861023e-06,1.912025,16.499966,14.0,3.0
6.484985e-05,2.0503998e-05,1.9120073,16.499758,15.0,3.0
0.00045871735,0.00014972687,1.9118781,16.498245,16.0,3.0
0.003435135,0.0011534691,1.9108744,16.48618,17.0,3.0
0.027409077,0.009763241,1.9022646,16.377966,18.0,3.0
0.16498661,0.0600729,1.8519549,15.703391,19.0,3.0
0.37309122,0.14789057,1.7641373,14.422565,20.0,3.0
0.46677637,0.2078762,1.7041516,13.7843895,21.0,3.0
0.46899605,0.20939636,1.7026315,13.777778,22.0,3.0
0.46899605,0.20939636,1.7026315,13.777777,23.0,3.0
0.46899605,0.20939589,1.702632,13.777778,24.0,3.0
0.46899605,0.20939636,1.7026315,13.777777,25.0,3.0
0.46899605,0.20939541,1.7026324,13.777777,26.0,3.0
0.46899605,0.20939636,1.7026315,13.777777,27.0,3.0
0.46899605,0.20939636,1.7026315,13.777777,28.0,3.0
0.46899605,0.20939589,1.702632,13.777778,29.0,3.0
0.46899605,0.20939589,1.702632,13.777778,30.0,3.0
0.46899605,0.20939589,1.702632,13.777778,31.0,3.0
0.46899605,0.20939589,1.702632,13.777778,32.0,3.0
0.46899605,0.20939589,1.702632,13.777778,33.0,3.0
0.46899605,0.20939589,1.702632,13.777778,34.0,3.0
0.46899605,0.20939589,1.702632,13.777778,35.0,3.0
0.46899605,0.20939589,1.702632,13.777778,36.0,3.0
0.46899605,0.20939589,1.702632,13.777778,37.0,3.0
0.46899605,0.20939589,1.702632,13.777778,38.0,3.0
0.46899605,0.20939589,1.702632,13.777778,39.0,3.0
0.46899605,0.20939589,1.702632,13.777778,40.0,3.0
0.46899605,0.20939589,1.702632,13.777778,41.0,3.0
0.46899605,0.20939589,1.702632,13.777778,42.0,3.0
0.46899605,0.20939636,1.7026315,13.777777,43.0,3.0
