complexity,accuracy,distortion,mse,trial
3.1219268,1.7689447,0.1430831,0.40000728,0
3.1219273,1.7686491,0.14337873,0.40000004,1
0.46899605,0.20939589,1.702632,13.777778,2
2.8464396,1.4935775,0.41845036,5.2,3
2.8464398,1.7479587,0.16406918,0.39999998,4
3.121929,1.7142868,0.19774103,1.6,5
3.1219268,1.7758355,0.13619232,0.40000018,6
3.1219282,1.7120285,0.19999933,6.4,7
