complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
2.6496320687065715,2.610635153241839,23.426074049257295,32.6876674211788,0.868000733611703,0.0186616506704809,0.0018287333308235,1.0609547738693468,1.5633126193062026,1.1631369959851976,0.0006339813013031649,1.0609547738693468,0
