complexity,accuracy,distortion,mse,trial
0.7149472,0.5270133,0.53386354,133.9259,0
0.71494865,0.5270138,0.53386307,133.92581,1
0.7149482,0.5270138,0.53386307,133.9258,2
0.71494675,0.5270138,0.53386307,133.92596,3
0.6851287,0.5106716,0.55020523,139.7857,4
0.6644974,0.49932718,0.56154966,143.86797,5
0.6644974,0.49932718,0.56154966,143.86797,6
0.6644974,0.49932718,0.56154966,143.86797,7
