complexity,accuracy,distortion,mse
2.0460367,1.4574356,0.45459223,1.0460527
2.3045406,1.6203523,0.29167557,0.5732763
0.0,-4.7683716e-07,1.9120283,16.5
2.0888743,1.4913383,0.42068958,0.95412177
2.1640654,1.5505886,0.36143923,0.7931248
2.6083455,1.6192741,0.2927537,0.71040475
2.13557,1.4670038,0.445024,1.2049139
2.6070561,1.5811958,0.330832,0.9953297
