complexity,accuracy
5.090322204763973e-09,2.3179677252219882e-11
4.528730121766022e-09,2.0622124065350927e-11
3.5644073969489626e-09,1.623138074736686e-11
3.0633839683091427e-09,1.3949885731274994e-11
2.1101725478583694e-09,9.609239662306102e-12
1.6384548061434948e-09,7.461531388315935e-12
1.2748940044805768e-09,5.805488771587437e-12
1.0027189309397128e-09,4.5665059528435515e-12
6.44118676551379e-10,2.9336975553632316e-12
5.487503460899267e-10,2.4993686132734346e-12
4.119294646165758e-10,1.876232585515586e-12
2.92239202657463e-10,1.331474264166377e-12
2.0583721716519192e-10,9.379774492678857e-13
1.2127611579068358e-10,5.526149993648668e-13
9.55544319067235e-11,4.357390628540576e-13
6.441090861443508e-11,2.938736699385883e-13
4.392785955119765e-11,2.0082528624016578e-13
2.489016110708775e-11,1.139082527744182e-13
1.3855639857046242e-11,6.335759504704705e-14
7.31872278891718e-12,3.3879312035873495e-14
3.950091419607726e-12,1.8532048549690933e-14
2.300362040356096e-12,1.1099413404741969e-14
9.563974777983492e-13,4.82880754667847e-15
3.414206012556839e-13,2.3044087097962583e-15
1.246477363593199e-13,1.2665556469918557e-15
5.914018460562487e-15,8.038124990611683e-16
1.26747004240243e-16,7.336009349540917e-16
-2.682228110918898e-16,6.8256005256757085e-16
