complexity,accuracy,distortion,mse,trial
6.443857,3.3046436,0.17612934,180.6399688720703,0
6.423856,3.2812119,0.19956017,137.53997802734375,1
6.343856,3.1940155,0.28675747,261.0899963378906,2
6.246112,3.0990887,0.38168335,367.6632995605469,3
2.511104,1.7845998,1.6961732,1032.3049304868096,4
0.33219278,0.31605345,3.1647196,1604.064909262117,5
0.8637012,0.73946655,2.7413063,1464.484907494392,6
0.53150845,0.49231094,2.988461,1560.6598660754971,7
