complexity,accuracy,distortion,mse,round,run,min_distance_to_curve
7.242816130670349e-05,2.926737789721301e-05,5.111642060655187,1666.3829437216684,0.0,1.0,3.419012071954516e-05
3.9825661945158686e-05,3.243348482406816e-05,5.1116388945482605,1666.2115764841008,1.0,1.0,8.798081032064728e-06
0.0001122678452532,0.0001003047501235,5.111571023282961,1666.082651192657,2.0,1.0,1.817961427508396e-05
0.0003657921627393,0.0003382076338489,5.111333120399236,1665.9554762864418,3.0,1.0,4.798633634589569e-05
0.0012622386909271,0.0011881373954452,5.110483190637639,1665.759198089454,4.0,1.0,5.9715768289637123e-05
0.0044873040919153,0.004270708194392,5.1074006198386925,1665.2430341470304,5.0,1.0,0.0002926103988091363
0.0162038490219913,0.0155372242487175,5.096134103784367,1663.4313981288426,6.0,1.0,0.0037208566163648934
0.0586882194498876,0.0565737719442829,5.055097556088802,1656.482611441886,7.0,1.0,0.011127387665199828
0.2086244243507362,0.2018735665080644,4.90979776152502,1628.6572597477,8.0,1.0,0.010292966316862976
0.6894957645636968,0.6687660052835263,4.442905322749558,1508.5348094243432,9.0,1.0,0.0160599656820436
1.840947985682881,1.7858855003079643,3.32578582772512,1066.8890188865062,10.0,1.0,0.035519783606386426
3.2169592584508955,3.108753690762345,2.0029176372707393,423.8206148829544,11.0,1.0,0.04620206628703984
3.932859268783712,3.7744813672735305,1.337189960759554,121.78603936978853,12.0,1.0,0.028529835196239826
4.231011478068636,4.033661393439752,1.0780099345933325,36.34694403715686,13.0,1.0,0.015015443989737495
4.378604894040922,4.153302363435426,0.9583689645976587,13.160950710708136,14.0,1.0,0.014326419286249564
4.461305461684875,4.2170097391892885,0.8946615888437961,5.960896825724192,15.0,1.0,0.01002873528759552
4.509726693109229,4.252968975271367,0.8587023527617177,3.8067395747031383,16.0,1.0,0.005459574637769095
4.5388153227674195,4.2740491272690555,0.837622200764029,3.295365033141856,17.0,1.0,0.006995572335273098
4.557199605765597,4.287257633802312,0.8244136942307723,3.120678085078332,18.0,1.0,0.004375109509545771
4.569419963230436,4.296023349162894,0.8156479788701905,3.0550394858435315,19.0,1.0,0.007011751196289959
4.577996973867908,4.302179776693473,0.8094915513396117,3.02964166579614,20.0,1.0,0.0047066381638621825
4.584354159973104,4.306748692274661,0.8049226357584232,3.0128851950576836,21.0,1.0,0.012084771155857219
4.589288376006845,4.310298012757535,0.8013733152755496,3.000236755560259,22.0,1.0,0.00631879653528911
4.593254045757483,4.313151438059252,0.7985198899738322,2.990285215453914,23.0,1.0,0.0021361935852891047
4.596521038085498,4.315501918051648,0.7961694099814363,2.982214701763337,24.0,1.0,0.0033603929558269556
4.599259213170015,4.317471524746406,0.7941998032866788,2.975524715844603,25.0,1.0,0.006471848790748193
4.6015828352290935,4.319142731623748,0.7925285964093369,2.9698889830132593,26.0,1.0,0.009256972015510376
4.603573688414805,4.320574696276985,0.7910966317560995,2.965081885364162,27.0,1.0,0.011672973250022988
4.60529323688918,4.3218118727528285,0.789859455280256,2.9609394679202143,28.0,1.0,0.009638414163326847
4.606789251393181,4.322888751917327,0.7887825761157572,2.957338060460025,29.0,1.0,0.0078073765506162926
4.608099649824952,4.3238326424632625,0.7878386855698221,2.9541819338005135,30.0,1.0,0.006209042268447755
4.609254909826195,4.324665436469882,0.7870058915632026,2.951395692277689,31.0,1.0,0.004808672407749084
4.610279714922877,4.3254048211912846,0.7862665068418,2.9489192537311144,32.0,1.0,0.0035816598109227435
4.611194156739671,4.326065164607472,0.7856061634256122,2.946704331241545,33.0,1.0,0.002517109540384963
4.612014654508885,4.326658190583617,0.785013137449468,2.944711851979142,34.0,1.0,0.001635415543647727
4.612754677396463,4.327193506558547,0.7844778214745372,2.9429100043034437,35.0,1.0,0.0010628146278984342
4.613425319531382,4.327679021290974,0.7839923067421104,2.941272731863202,36.0,1.0,0.0010817084629982897
4.614035760285974,4.328121277474256,0.7835500505588282,2.9397785595206525,37.0,1.0,0.0015488064115445187
4.614593633238771,4.328525717111932,0.783145610921153,2.93840967231011,38.0,1.0,0.002125025812150081
4.615105321843943,4.328896893327082,0.7827744347060026,2.9371511903642533,39.0,1.0,0.0027004872192346644
4.615576196168611,4.329238639390484,0.7824326886426007,2.935990596870761,40.0,1.0,0.003248769904413516
4.616010802307496,4.329554203593844,0.7821171244392406,2.9349172860144312,41.0,1.0,0.003763818443643446
4.616413013891144,4.329846356897207,0.7818249711358778,2.9339222051622285,42.0,1.0,0.004245388020025224
4.616786153310322,4.330117478913904,0.7815538491191809,2.9329975711190626,43.0,1.0,0.00469508329984214
4.6171330888038415,4.330369626688123,0.7813017013449617,2.932136644609463,44.0,1.0,0.005115070386124887
4.6174563123456345,4.33060458982216,0.7810667382109244,2.9313335505329103,45.0,1.0,0.005507608029311273
4.61775800227832,4.330823934784153,0.7808473932489317,2.9305831342106976,46.0,1.0,0.00587486935414427
4.618040073838076,4.331029040643003,0.7806422873900818,2.9298808459463355,47.0,1.0,0.006218877325424462
4.618304220068918,4.331221128008863,0.7804502000242213,2.9292226478789134,48.0,1.0,0.006541487411594891
4.6185519451048584,4.33140128258432,0.7802700454487645,2.9286049384131307,49.0,1.0,0.006844390156902976
4.618784591384422,4.331570474434109,0.7801008535989755,2.9280244905345176,50.0,1.0,0.0071291217996339844
4.619003362031828,4.331729573846291,0.7799417541867939,2.9274784011221593,51.0,1.0,0.007397077608574359
4.619209339378374,4.331879364471948,0.7797919635611361,2.9269640490006443,52.0,1.0,0.00764952553553704
