complexity,accuracy,distortion,mse,run
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,10
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,11
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,12
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,13
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,14
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,15
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,16
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,17
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,18
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,19
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,20
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,21
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,22
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,23
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,24
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,25
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,26
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,27
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,28
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,29
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,30
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,31
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,32
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,33
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,34
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,35
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,36
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,37
0.0014831846970508877,0.0014817207757271689,3.1999255098790913,,38
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,39
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,40
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,41
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,42
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,43
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,44
0.0035200604863554474,0.003516583655564176,3.1999627116205844,,45
