complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
2.192184448075217,2.173192150235158,15.74004660328621,60.96539905848476,0.9441133802657212,0.004197800667786,0.0005313908601725,1.0310552763819096,0.0337383335073063,0.0152943617370832,4.392421035897535e-05,1.0310552763819096,0
