complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.9817873153526566,3.743065879905993,35.04210485022205,6.675188942743363,0.3631270461234276,0.0385920785688582,0.0007379521142802,1.4095477386934674,0.0413572554218014,0.0223222438225423,0.00013689599040306162,1.4095477386934674,0
