complexity,accuracy
3.3219285,3.320631
2.921928,2.9207752
2.9219282,2.920631
2.921929,2.9206493
3.1219282,3.1206315
3.1219282,3.1207752
3.1219282,3.1206312
3.1219282,3.1206312
3.1219287,3.1206312
3.1219282,3.1207752
3.1219282,3.1206403
2.9219282,2.920775
3.121928,3.1206403
3.121928,3.1206403
3.3219283,3.320631
3.1219277,3.1206307
2.921929,2.9207761
2.9219284,2.920631
3.1219287,3.1207747
3.1219282,3.1206312
3.1219282,3.1206312
3.121928,3.1207752
3.121928,3.1206312
2.9219282,2.9206314
2.9219282,2.9206314
2.9219284,2.9207842
2.9219284,2.9206314
3.121928,3.1207752
2.9219284,2.9209194
3.3219285,3.320631
3.1219282,3.1206312
3.1219285,3.1206403
3.1219282,3.1206403
3.3219285,3.3206313
2.9219286,2.9206405
2.921928,2.9206312
3.3219285,3.320631
3.1219282,3.1206315
3.1219282,3.1206315
3.1219285,3.1207752
3.1219282,3.1206408
3.1219282,3.1206312
2.9219286,2.9206314
2.9219284,2.920775
3.3219285,3.320631
3.3219285,3.320631
3.1219282,3.1206403
2.921928,2.9206405
3.1219285,3.1206315
3.1219287,3.1206403
3.1219282,3.120631
3.1219287,3.1206408
3.1219282,3.1206403
2.9219282,2.9206402
2.9219284,2.9206407
3.3219285,3.320631
2.9219284,2.9206407
3.1219277,3.120775
3.1219285,3.1207762
3.3219285,3.320631
3.1219282,3.1207755
3.1219285,3.1207757
3.3219285,3.320631
3.3219285,3.320631
3.1219282,3.1206312
3.1219282,3.1206312
3.3219285,3.320631
2.9219284,2.920631
2.9219282,2.9209192
3.1219287,3.1206312
2.921928,2.920631
2.9219284,2.9206495
3.121928,3.1206403
3.1219282,3.1206312
3.1219277,3.1206403
3.3219285,3.320631
2.9219282,2.9207845
3.1219282,3.1206312
3.1219285,3.1206312
3.1219277,3.1206312
2.9219286,2.9206405
2.9219286,2.9206314
3.1219282,3.1206315
2.921928,2.9207754
3.121928,3.1206307
2.7219284,2.7207847
3.1219282,3.120631
2.921928,2.920649
3.1219282,3.1206312
3.1219285,3.1207752
2.921929,2.92064
2.921929,2.9206405
2.9219284,2.9209197
2.921929,2.9206312
3.3219285,3.320631
3.3219285,3.320631
3.1219287,3.1206312
2.9219284,2.9206316
3.1219282,3.1207752
2.9219284,2.9206405
3.3219285,3.320631
3.1219285,3.120632
2.9219284,2.9206314
3.1219282,3.1207752
2.921928,2.9206312
2.8464391,2.8451424
3.1219285,3.1206317
3.1219282,3.120775
3.1219282,3.1206312
2.9219284,2.9206405
3.1219285,3.1206312
3.1219285,3.1206312
2.9219286,2.9207845
3.1219285,3.1206312
3.1219282,3.1206312
2.8464394,2.8452866
3.1219282,3.1206307
3.1219282,3.1206312
3.1219282,3.1206312
2.921928,2.9209194
3.1219282,3.120631
3.3219285,3.320631
3.3219283,3.320631
2.9219284,2.92064
2.8464398,2.8451424
2.9219284,2.9206314
3.3219285,3.320631
3.1219282,3.1206403
3.1219282,3.1207747
3.1219285,3.1206312
2.921928,2.920784
2.9219282,2.9206405
3.121928,3.1206312
3.3219285,3.320631
2.9219282,2.9207845
3.3219285,3.320631
3.121928,3.120631
3.1219282,3.1206307
3.1219282,3.1206312
3.3219285,3.320631
3.1219282,3.1206312
2.9219284,2.9206314
3.1219282,3.1206312
3.1219277,3.1206403
3.1219285,3.1206317
3.1219282,3.1206403
2.9219284,2.9206314
3.1219282,3.1206307
3.1219287,3.1206307
3.1219282,3.1206312
3.1219287,3.1206312
3.1219282,3.1207752
3.3219285,3.320631
2.9219284,2.9206405
3.1219287,3.1206317
3.1219282,3.1206403
3.1219282,3.1206312
2.921928,2.920631
3.1219282,3.1207755
3.1219282,3.1207757
3.1219282,3.1206312
3.1219282,3.1206405
2.9219282,2.9206402
3.1219282,3.1206312
3.3219285,3.320631
3.3219285,3.320631
3.3219285,3.320631
2.9219282,2.920631
3.1219282,3.1206312
3.1219285,3.1206315
3.121928,3.1207752
2.9219286,2.920775
3.1219287,3.1206312
3.1219285,3.1206408
2.9219286,2.920641
2.9219282,2.9207754
2.921928,2.9206312
3.1219287,3.1206312
3.1219282,3.1206398
3.1219285,3.1206403
2.9219284,2.920632
3.121928,3.1206312
3.1219285,3.1207755
3.1219287,3.1206317
2.9219277,2.9207752
2.9219282,2.920784
3.1219285,3.1206317
3.121928,3.1206312
3.1219285,3.1206403
2.7219276,2.7206402
2.9219284,2.9206314
3.3219285,3.320631
2.9219284,2.92064
3.1219285,3.1207757
3.3219283,3.320631
3.1219285,3.1206317
3.1219282,3.1206315
3.1219287,3.12064
3.1219277,3.1206403
2.9219282,2.9206312
3.1219282,3.1206315
3.1219277,3.1206312
3.1219285,3.1206315
3.1219282,3.120631
3.1219282,3.1206317
2.9219284,2.920631
2.9219282,2.9207754
3.1219287,3.1206317
3.1219282,3.1206403
3.1219282,3.1206307
2.9219282,2.9206405
2.9219284,2.9206312
3.1219287,3.1206398
2.9219277,2.9207752
3.3219285,3.320631
3.1219285,3.1206307
3.1219277,3.1206307
2.921928,2.9206405
3.1219282,3.12064
3.1219282,3.1206315
3.1219282,3.1207755
3.1219277,3.120631
2.921928,2.9206402
3.1219282,3.1206317
3.121928,3.1206403
3.3219285,3.320631
3.1219282,3.120631
3.3219283,3.320631
3.1219282,3.1206317
3.1219287,3.1206312
3.1219287,3.1207757
3.3219285,3.320631
3.121928,3.1206312
3.3219285,3.320631
2.9219284,2.9206402
3.1219282,3.1206312
3.1219282,3.1206405
2.9219282,2.9207754
3.3219285,3.320631
3.1219282,3.120631
3.1219287,3.1206317
3.1219285,3.1207752
3.1219282,3.1206312
3.1219287,3.120631
3.1219282,3.1206307
3.1219282,3.1206315
3.1219287,3.1206403
3.1219285,3.120631
3.121928,3.1206312
3.3219285,3.3206313
3.3219283,3.320631
3.1219282,3.1206312
3.121928,3.1206312
3.3219285,3.320631
2.7219281,2.7207842
3.1219285,3.120631
2.7219284,2.7210636
3.121928,3.1207752
3.1219282,3.1206403
3.3219285,3.320631
3.1219282,3.1206312
3.3219285,3.320631
2.9219284,2.9206314
3.3219285,3.320631
3.3219285,3.320631
2.9219284,2.92064
3.1219282,3.1206312
3.1219282,3.120631
2.9219282,2.920785
2.921929,2.920631
3.1219282,3.1206312
2.921928,2.9206402
3.1219287,3.1206317
3.1219282,3.1206312
3.1219277,3.1206403
3.1219282,3.1207755
2.8464394,2.8451426
3.1219285,3.1207757
2.9219282,2.9206312
3.1219277,3.1207752
3.1219287,3.1206312
3.3219285,3.320631
3.1219287,3.1207755
2.9219286,2.9207754
3.3219285,3.320631
2.9219286,2.9207847
3.1219282,3.1206312
3.1219282,3.1206403
3.1219282,3.1206307
2.921928,2.92064
2.921928,2.920775
3.3219285,3.320631
2.9219282,2.9209197
3.1219282,3.1206312
3.1219285,3.120775
2.9219284,2.9206402
2.921928,2.9207842
3.1219287,3.1206403
3.1219282,3.120631
3.1219287,3.1206403
3.1219287,3.1207755
2.9219282,2.9207752
3.1219277,3.1207752
2.9219286,2.9206314
3.1219287,3.1206317
3.121929,3.12064
3.3219285,3.320631
3.1219287,3.1206317
3.121928,3.1206312
3.1219287,3.120632
3.121928,3.1206312
3.1219282,3.1206307
2.9219284,2.9206312
3.121928,3.1206312
3.1219282,3.1207752
3.1219285,3.1206405
3.1219287,3.120776
3.1219285,3.1206312
2.921928,2.9206312
3.1219287,3.1206317
3.121928,3.1207752
3.1219282,3.1206312
3.3219285,3.320631
3.3219283,3.320631
3.1219282,3.1206307
3.1219285,3.1206307
3.1219282,3.1206307
3.1219282,3.1206312
2.9219284,2.9207754
3.1219282,3.1206315
2.9219282,2.9207752
3.1219285,3.1206315
3.1219287,3.120631
3.1219282,3.120631
3.3219285,3.320631
3.1219282,3.1206312
2.9219282,2.9206307
2.9219286,2.9207761
3.3219285,3.320631
3.1219277,3.1206312
3.1219282,3.1206405
3.1219282,3.1206312
3.1219282,3.1206312
2.9219284,2.920649
2.9219282,2.9206314
2.9219284,2.9207754
3.3219285,3.320631
3.121928,3.1206312
2.9219284,2.9207757
3.1219282,3.120631
3.1219277,3.1207752
2.9219284,2.920631
3.121928,3.1206307
3.1219282,3.120631
3.1219285,3.120631
