complexity,accuracy,distortion,mse,trial
3.0064306,3.0064306,3.6374254,28.042416,0
3.006383,3.006382,3.637474,28.043625,1
3.0063763,3.0063772,3.6374788,28.043936,2
3.0060406,3.0060396,3.6378164,28.051596,3
2.9808278,2.9808283,3.6630278,28.764265,4
2.9360428,2.9360428,3.7078133,30.035664,5
2.492766,2.4927664,4.1510897,50.81702,6
9.536743e-07,9.536743e-07,6.643855,1664.7289,7
