complexity,accuracy,distortion
-2.1494676705202664e-08,-2.1494676705202664e-08,1.7219281411541005
-2.1477622791366002e-08,-2.1477622791366002e-08,1.7219281411370466
-2.14436601808643e-08,-2.144365973677509e-08,1.7219281411030836
-2.125510478734327e-08,-2.125510434325406e-08,1.7219281409145282
-2.0982240389599838e-08,-2.0982240833689048e-08,1.7219281406416647
-2.0406884182477825e-08,-2.0406884182477825e-08,1.721928140066308
-1.93598626019309e-08,-1.93598626019309e-08,1.7219281390192864
-1.7688387643488568e-08,-1.7688387199399358e-08,1.721928137347811
-1.443984443127988e-08,-1.443984398719067e-08,1.7219281340992678
-1.0172306996736324e-08,-1.0172306996736324e-08,1.7219281298317308
-7.760478926144287e-09,-7.760478926144287e-09,1.7219281274199028
-8.036746823592011e-09,-8.036746379502802e-09,1.7219281276961702
-3.615454602368118e-10,-3.615454602368118e-10,1.7219281200209693
7.78220909936067e-09,7.782208655271461e-09,1.7219281118772152
1.7170395771870517e-08,1.7170395771870517e-08,1.721928102489028
3.7253862661401627e-08,3.725386221731242e-08,1.7219280824055616
5.360085175709628e-08,5.360085220118549e-08,1.7219280660585716
4.971166500666868e-08,4.971166545075789e-08,1.7219280699477584
6.915128913931312e-08,6.915128958340233e-08,1.7219280505081342
1.0085757384814542e-07,1.0085757384814542e-07,1.72192801880185
1.4809087822698075e-07,1.4809087867106996e-07,1.7219279715685452
2.3321712649959636e-07,2.3321712605550715e-07,1.7219278864422978
2.9885117758254864e-07,2.9885117802663785e-07,1.7219278208082458
3.7301897926056427e-07,3.7301897881647506e-07,1.721927746640445
4.81572542287978e-07,4.81572542287978e-07,1.7219276380868815
5.892353565073449e-07,5.892353565073449e-07,1.7219275304240673
6.748687932933706e-07,6.748687932933706e-07,1.7219274447906305
1.0443376603497256e-06,1.0443376607938148e-06,1.721927075321763
1.1801207087103194e-06,1.1801207091544086e-06,1.7219269395387147
1.2344088449189883e-06,1.2344088449189883e-06,1.721926885250579
1.4742250487032038e-06,1.4742250482591146e-06,1.7219266454343756
1.8156104046873622e-06,1.8156104046873622e-06,1.7219263040490191
2.113481797128003e-06,2.113481797572092e-06,1.7219260061776263
2.0511942349088486e-06,2.0511942349088486e-06,1.721926068465189
3.750326635021395e-06,3.750326635021395e-06,1.7219243693327888
4.115210439081807e-06,4.115210439081807e-06,1.7219240044489847
4.442380659774869e-06,4.442380659774869e-06,1.721923677278764
5.322190573142649e-06,5.322190573586738e-06,1.7219227974688502
6.861266089508433e-06,6.861266089508433e-06,1.7219212583933343
8.054536049240113e-06,8.054536049684202e-06,1.7219200651233741
9.375381217147094e-06,9.375381217147094e-06,1.7219187442782067
1.1972967861595407e-05,1.1972967861151318e-05,1.7219161466915627
1.5617298371406463e-05,1.5617298371406463e-05,1.7219125023610524
1.833736360179472e-05,1.833736360179472e-05,1.721909782295822
1.87298978486794e-05,1.87298978486794e-05,1.7219093897615751
2.5291991127662783e-05,2.5291991127662783e-05,1.7219028276682962
3.142053570615033e-05,3.142053570615033e-05,1.7218966991237177
3.904787030739598e-05,3.904787030739598e-05,1.7218890717891164
5.0327723208010156e-05,5.0327723208010156e-05,1.7218777919362158
6.0288559417198684e-05,6.0288559417198684e-05,1.7218678311000066
6.741104506513551e-05,6.741104506513551e-05,1.7218607086143587
7.821680743314019e-05,7.821680743358428e-05,1.7218499028519902
9.192019392756379e-05,9.192019392756379e-05,1.7218361994654963
0.00011101238163391258,0.00011101238163391258,1.72181710727779
0.00010313567071218444,0.00010313567071218444,1.7218249839887116
0.00011405258419383557,0.00011405258419427966,1.7218140670752295
0.00013275291086189966,0.00013275291086189966,1.721795366748562
0.00016591917728492334,0.00016591917728536743,1.7217622004821385
0.00017306467151412264,0.00017306467151412264,1.7217550549879097
0.0002094642334657948,0.0002094642334657948,1.721718655425958
0.00022417085005344006,0.00022417085005344006,1.7217039488093704
0.00027783227436284363,0.00027783227436284363,1.721650287385061
0.0003142395403932241,0.0003142395403936682,1.7216138801190302
0.000305004243945195,0.0003050042439447509,1.721623115415479
0.00033901345973053054,0.00033901345973097463,1.7215891061996929
