complexity,mse
2.4795532e-05,18149.834
1.8390007,545.0722
2.3095922,276.56274
2.5890646,185.55525
2.7888308,139.69257
2.9445076,112.04136
3.0721188,93.544464
3.1802797,80.29861
3.2741547,70.34422
3.357088,62.58925
3.4313726,56.376797
3.4986496,51.287964
3.5601273,47.043
3.6167316,43.447956
3.669177,40.364075
3.7180376,37.68952
3.7637672,35.347816
3.8067503,33.28044
3.8472967,31.441813
3.885666,29.795937
3.922081,28.314
3.9567366,26.972656
3.989789,25.752804
4.0213833,24.638641
4.0516424,23.616993
4.080673,22.676777
4.1085777,21.80862
4.135433,21.004532
4.1613216,20.257675
4.186303,19.562162
4.2104445,18.912886
4.233799,18.305382
4.2564144,17.735762
4.2783375,17.200583
4.299608,16.6968
4.3202686,16.22172
4.3403482,15.772939
4.359886,15.348316
4.378907,14.94594
4.397437,14.564107
4.4155025,14.20127
4.4331264,13.856055
4.450327,13.527221
4.467124,13.213636
4.4835386,12.914278
4.4996386,12.627916
4.515335,12.354328
4.530698,12.092373
4.5457296,11.841335
4.560438,11.600611
4.574855,11.369494
4.5889816,11.147445
4.602833,10.933937
4.616413,10.728513
4.6297436,10.530697
4.6428204,10.340111
4.6556854,10.156206
4.6683254,9.978714
4.680752,9.807299
4.6929665,9.641644
4.7049837,9.481456
4.7168045,9.3264675
4.7284374,9.176426
4.7398844,9.031099
4.7511606,8.890269
4.7622643,8.753731
4.773202,8.621299
4.7842274,8.491322
4.7948427,8.36674
4.805291,8.245805
4.8155956,8.128313
4.825734,8.014177
4.835739,7.903193
4.8456097,7.7952375
4.85534,7.690216
4.864935,7.5880013
4.874402,7.488476
4.88375,7.3915234
4.892975,7.2970653
4.9020786,7.2049956
4.911067,7.1152363
4.9199486,7.0276833
4.928712,6.942285
4.937372,6.8589334
4.9459286,6.777567
4.9543867,6.6981144
4.962743,6.6205215
4.9710054,6.5447025
4.979163,6.470628
4.9872246,6.3982286
4.9952087,6.327423
5.0030937,6.258196
5.010893,6.190474
5.018612,6.1242046
5.0262394,6.0593696
5.0337887,5.9959006
5.0412617,5.933751
5.0486507,5.8729067
5.0559587,5.8133297
5.063195,5.7549534
5.0703516,5.6977787
5.077446,5.6417046
5.0844812,5.58669
5.0914574,5.5326962
5.0983686,5.479719
5.105219,5.427729
5.112008,5.3766994
5.1187344,5.326601
