complexity,accuracy,distortion,mse,trial
0.7149472,0.5270128,0.533864,133.92596,0
0.7149472,0.5270133,0.53386354,133.92595,1
0.7149477,0.5270138,0.53386307,133.92581,2
0.7149472,0.5270138,0.53386307,133.92598,3
0.71494865,0.5270138,0.53386307,133.9258,4
0.6644974,0.49932766,0.5615492,143.86798,5
0.6644969,0.49932814,0.5615487,143.86797,6
0.71494675,0.5270133,0.53386354,133.92596,7
