complexity,accuracy,distortion,mse,round,run,min_distance_to_curve,min_epsilon,min_beta
5.89743924876702,4.3786525109362096,0.7330188170657568,2012.16570182876,0.0,1.0,0.5236136012027697,-9.649334229344714,3.916216216216216
3.769980686748816,3.563802152288787,1.5478691757131795,8.732819941598983,1.0,1.0,0.08241446447754434,-9.50905049785291,2.715315315315315
3.8469730473920256,3.6688152477980314,1.442856080203935,6.796009458504373,2.0,1.0,0.05356445767607073,-9.585801293738717,2.7339339339339337
3.8491563921755434,3.6845591092975463,1.42711221870442,6.783106207899083,3.0,1.0,0.042831847675840695,-9.600746546041274,2.7339339339339337
3.840779680008064,3.684925706912251,1.4267456210897151,6.876654455031106,4.0,1.0,0.037160054467488796,-9.604177121195269,2.7339339339339337
3.853974508037616,3.700120947333823,1.411550380668143,6.807330234679798,5.0,1.0,0.034124951226150814,-9.614550242067383,2.7432432432432434
3.8851950131427415,3.7293739780380832,1.382297349963883,6.60745138872889,6.0,1.0,0.03217989719348522,-9.63243197821021,2.7525525525525527
3.9142360793367095,3.755819912093852,1.3558514159081143,6.409070880257636,7.0,1.0,0.030767810888059962,-9.64833968949125,2.761861861861862
3.93314411086869,3.772716803220158,1.3389545247818084,6.26381526081532,8.0,1.0,0.030060866743952988,-9.658393422294834,2.7711711711711713
3.949367219849897,3.78705384810067,1.3246174799012964,6.127643400085775,9.0,1.0,0.029822052030360972,-9.666876224337525,2.7711711711711713
3.970460174192667,3.8058293318050858,1.3058419961968806,5.950366310062851,10.0,1.0,0.028688620199552144,-9.67805621863421,2.7804804804804806
3.992113904951898,3.8252676663598018,1.286403661642165,5.756326136276175,11.0,1.0,0.027980122224618445,-9.6897171818023,2.78978978978979
4.007023659620433,3.838633617685895,1.2730377103160713,5.597017295552765,12.0,1.0,0.026872359206421215,-9.697738732369919,2.78978978978979
4.016010777965565,3.8466977084368033,1.264973619565163,5.481698574976503,13.0,1.0,0.026423492898625504,-9.70258903676319,2.799099099099099
4.022296947433926,3.8522965048711217,1.2593748231308446,5.39691017615689,14.0,1.0,0.02606375839771529,-9.705942050091657,2.799099099099099
4.027290328096414,3.856670550603737,1.2550007773982292,5.332180552802268,15.0,1.0,0.026431712886235657,-9.708532171609479,2.799099099099099
4.031276152073139,3.860148051054603,1.2515232769473634,5.282333936353,16.0,1.0,0.025695053230906643,-9.710585705335475,2.799099099099099
4.0346219349304135,3.8630929499264024,1.248578378075564,5.2425368952437505,17.0,1.0,0.025890606624115974,-9.712335297167824,2.799099099099099
4.037982947004943,3.866034666561295,1.245636661440671,5.207803700904172,18.0,1.0,0.02551121143995019,-9.714079179065564,2.8084084084084084
4.041976153698461,3.8694433614426806,1.2422279665592857,5.174476691264214,19.0,1.0,0.025476624247897144,-9.716065998595216,2.8084084084084084
4.046965053023895,3.873600524294788,1.2380708037071786,5.140656081529917,20.0,1.0,0.02529581943700403,-9.718446746268357,2.8084084084084084
4.053062922900974,3.878617543395655,1.2330537846063114,5.105550682885336,21.0,1.0,0.025590207410555288,-9.721292475090067,2.8084084084084084
4.0603612698647655,3.884609488515872,1.227061839486094,5.068192036076846,22.0,1.0,0.025753488018117554,-9.724685671772578,2.8084084084084084
4.069216814080875,3.8918999893564976,1.2197713386454687,5.026408797664787,23.0,1.0,0.02553969498750599,-9.728832942100281,2.8177177177177177
4.080154951343183,3.9009245566601662,1.2107467713417996,4.977491779758326,24.0,1.0,0.025075746658188913,-9.733983425350699,2.827027027027027
4.093183068629335,3.9116707699922664,1.2000005580097,4.921055433577991,25.0,1.0,0.02522510335118112,-9.740121222434352,2.827027027027027
4.107150981514817,3.923154970681323,1.1885163573206432,4.861612503591073,26.0,1.0,0.025150224501539555,-9.746664574397185,2.827027027027027
4.120383722747043,3.9339512357447592,1.177720092257207,4.805611113704677,27.0,1.0,0.024736195153844204,-9.752788258081267,2.8363363363363363
4.132337557068189,3.943613236034435,1.1680580919675307,4.754235676135791,28.0,1.0,0.02468685932608998,-9.758235724936384,2.8363363363363363
4.144412677231235,3.953381739640812,1.1582895883611544,4.700474867877371,29.0,1.0,0.02488663202845911,-9.763753599533763,2.8456456456456456
4.158372031682198,3.9648603323332985,1.1468109956686678,4.636556283990496,30.0,1.0,0.024541398903274225,-9.77032667826237,2.8456456456456456
4.173076923286016,3.9771445591053496,1.1345267688966167,4.568079894523993,31.0,1.0,0.02409218874284081,-9.777454042598604,2.854954954954955
4.185888981853254,3.987816401219426,1.1238549267825402,4.507457384798554,32.0,1.0,0.023636990825259017,-9.783638227720056,2.854954954954955
4.195763189906928,3.995921675329149,1.1157496526728172,4.4597878046665835,33.0,1.0,0.023072233550022057,-9.788292844142982,2.864264264264264
4.2033151318289175,4.002071059339247,1.109600268662719,4.4229565412501834,34.0,1.0,0.022890163272716986,-9.791805620205897,2.864264264264264
4.209590533770103,4.0071929690152395,1.1044783589867269,4.392655706095523,35.0,1.0,0.022723430482460817,-9.794736600078561,2.864264264264264
4.2152034018906095,4.01179615349964,1.0998751745023263,4.365945074415987,36.0,1.0,0.02257860767162043,-9.797382013029459,2.8735735735735735
4.220282959723356,4.01597808692545,1.095693241076516,4.341735442793855,37.0,1.0,0.022555415104075847,-9.79979626669949,2.8735735735735735
4.224799333648834,4.019712897484613,1.0919584305173533,4.319729301035854,38.0,1.0,0.022425467904165743,-9.801959384796344,2.8735735735735735
4.228824113492676,4.023062008979643,1.0886093190223232,4.299457114264705,39.0,1.0,0.0220420098197081,-9.80390787795299,2.8735735735735735
4.232606703275843,4.0262347520940205,1.0854365759079458,4.279842963681201,40.0,1.0,0.02208709473583643,-9.80576428456638,2.8735735735735735
4.2365927282919404,4.029609221015566,1.0820621069864007,4.258942364658589,41.0,1.0,0.021735647626279213,-9.807751621780996,2.8735735735735735
4.241501264301651,4.033804548636478,1.077866779365488,4.233488067889056,42.0,1.0,0.021333344828651124,-9.810242505785927,2.8828828828828827
