complexity,accuracy,distortion,beta
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0009036144578313252
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0018072289156626504
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0027108433734939754
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.003614457831325301
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.004518072289156626
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.005421686746987951
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.006325301204819276
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.007228915662650602
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.008132530120481927
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.009036144578313253
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.009939759036144578
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.010843373493975902
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.011746987951807227
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.012650602409638553
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.013554216867469878
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.014457831325301203
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.015361445783132529
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.016265060240963854
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.01716867469879518
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.018072289156626505
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.01897590361445783
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.019879518072289156
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.02078313253012048
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.021686746987951804
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.02259036144578313
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.023493975903614454
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.02439759036144578
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.025301204819277105
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.02620481927710843
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.027108433734939756
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.02801204819277108
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.028915662650602407
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.029819277108433732
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.030722891566265058
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.03162650602409638
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.03253012048192771
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.033433734939759034
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.03433734939759036
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.035240963855421685
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.03614457831325301
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.037048192771084336
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.03795180722891566
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.03885542168674699
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.03975903614457831
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.04066265060240964
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.04156626506024096
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.04246987951807229
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.04337349397590361
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.04427710843373493
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.04518072289156626
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.04608433734939758
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.04698795180722891
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.047891566265060234
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.04879518072289156
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.049698795180722885
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.05060240963855421
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.051506024096385536
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.05240963855421686
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.05331325301204819
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.05421686746987951
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.05512048192771084
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.05602409638554216
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.05692771084337349
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.057831325301204814
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.05873493975903614
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.059638554216867465
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.06054216867469879
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.061445783132530116
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.06234939759036144
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.06325301204819277
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.06415662650602409
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.06506024096385542
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.06596385542168674
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.06686746987951807
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0677710843373494
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.06867469879518072
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.06957831325301204
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.07048192771084337
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0713855421686747
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.07228915662650602
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.07319277108433735
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.07409638554216867
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.075
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.07590361445783132
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.07680722891566265
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.07771084337349397
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0786144578313253
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.07951807228915662
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.08042168674698795
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.08132530120481928
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0822289156626506
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.08313253012048193
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.08403614457831325
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.08493975903614458
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0858433734939759
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.08674698795180721
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.08765060240963854
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.08855421686746986
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.08945783132530119
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09036144578313252
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09126506024096384
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09216867469879517
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09307228915662649
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09397590361445782
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09487951807228914
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09578313253012047
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.0966867469879518
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09759036144578312
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09849397590361444
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.09939759036144577
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.1003012048192771
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.10120481927710842
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.10210843373493975
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.10301204819277107
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.1039156626506024
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.10481927710843372
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.10572289156626505
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.10662650602409637
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.1075301204819277
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.10843373493975902
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.10933734939759035
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.11024096385542168
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.111144578313253
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.11204819277108433
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.11295180722891565
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.11385542168674698
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.1147590361445783
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.11566265060240963
-1.7763568394002505e-15,-5.939499114759883e-08,1.9120276212544685,0.11656626506024095
