complexity,accuracy,distortion,mse
6.3412094,4.828861,0.28280926,341.91
6.343857,4.826071,0.2855997,428.11996
-7.6293945e-06,-3.8146973e-06,5.1116753,1666.5017
6.443857,4.9128914,0.1987791,85.729996
6.4163084,4.899518,0.21215248,171.96332
6.316307,4.799552,0.31211853,356.66333
6.3012094,4.8030357,0.30863476,386.08
6.268759,4.737817,0.37385368,276.10666
