complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.624422118551232,4.335878324887146,0.7757930031269566,2.914184057035139,0.0532978607056481,0.0321880716042149,0.0002907856515050971,1.5089633048492863,0
