complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.62515388814681,4.336370457222246,0.7753008708427238,2.912683240760318,0.0515887241131143,0.026765926002726,0.00028360073447835174,1.5089633048492863,0
