complexity,accuracy,distortion,mse,trial
1.498951,1.498951,5.144905,238.24155,0
1.4988756,1.4988766,5.1449795,238.25581,1
1.498869,1.4988699,5.144986,238.25713,2
1.4988728,1.4988728,5.1449833,238.25633,3
1.4985695,1.49857,5.145286,238.31657,4
0.8482089,0.8482084,5.7956476,492.28723,5
1.2551041,1.2551045,5.3887515,305.47412,6
0.8482084,0.8482089,5.795647,492.28726,7
