complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.606162125765256,4.323004111438156,0.7886672167672639,2.9558739836483956,0.1669546152498881,0.1837518213105715,0.0010108758421169713,1.4959770290558922,0
