complexity,accuracy,distortion,mse
6.2438564,4.727067,0.38460445,302.40994
6.3638563,4.8316708,0.27999973,181.83997
-7.6293945e-06,-2.861023e-06,5.1116734,1666.5018
6.4438562,4.9116716,0.19999886,133.16998
6.383857,4.858553,0.25311756,96.95
6.276308,4.752227,0.35944366,210.99332
6.363857,4.8329144,0.2787571,230.07997
6.2612133,4.749031,0.36263943,186.85963
