complexity,accuracy,distortion,mse
4.121928,2.6501918,0.19389963,2.9
4.121926,2.6501894,0.19390202,2.900054
9.536743e-07,0.0,2.8440914,66.500015
4.0219274,2.6495533,0.19453812,2.7
4.021928,2.6007137,0.24337769,2.8500001
3.9841838,2.5913005,0.25279093,0.99999994
3.884184,2.4924245,0.35166693,1.8
3.884182,2.4924245,0.35166693,1.8000002
