complexity,accuracy,distortion,mse,round,trial
0.011790276,0.0043144226,4.120944,416.26324,0.0,1.0
0.024239063,0.009293556,4.115965,416.05182,1.0,1.0
0.04268694,0.018462181,4.1067963,415.86417,2.0,1.0
0.05924225,0.02457714,4.1006813,415.95398,3.0,1.0
0.07575941,0.031837463,4.093421,416.1806,4.0,1.0
0.09869528,0.040465355,4.084793,416.16763,5.0,1.0
0.11433792,0.04473543,4.080523,415.46204,6.0,1.0
0.14455175,0.05326605,4.0719924,415.93582,7.0,1.0
0.18083477,0.06552172,4.0597367,415.1216,8.0,1.0
0.17416191,0.068397045,4.0568614,415.02798,9.0,1.0
0.18599606,0.07650471,4.0487537,415.1591,10.0,1.0
0.20894337,0.09137678,4.0338817,413.76602,11.0,1.0
0.24618912,0.10662937,4.018629,413.33072,12.0,1.0
0.25907183,0.11655903,4.0086994,413.05862,13.0,1.0
0.2884264,0.125319,3.9999394,411.80905,14.0,1.0
0.27799225,0.11315489,4.0121036,413.24936,15.0,1.0
0.29283,0.120120525,4.005138,412.90927,16.0,1.0
0.29313278,0.113895416,4.011363,413.90027,17.0,1.0
0.33478355,0.12794542,3.997313,413.073,18.0,1.0
0.35317898,0.14314556,3.982113,412.11676,19.0,1.0
0.37960768,0.15080976,3.9744487,411.65622,20.0,1.0
0.4152789,0.16074944,3.964509,412.08267,21.0,1.0
0.43201828,0.16113997,3.9641185,413.26712,22.0,1.0
0.4585166,0.17158985,3.9536686,413.00754,23.0,1.0
0.48518753,0.1836648,3.9415936,413.0675,24.0,1.0
0.53138256,0.19750357,3.9277549,411.74243,25.0,1.0
0.6013956,0.22826385,3.8969946,411.80307,26.0,1.0
0.6376262,0.24597025,3.8792882,410.9073,27.0,1.0
0.65573597,0.2519169,3.8733416,410.46555,28.0,1.0
0.6556015,0.24577618,3.8794823,410.04727,29.0,1.0
0.7573948,0.27460098,3.8506575,408.15323,30.0,1.0
0.73882866,0.26551437,3.859744,408.96698,31.0,1.0
0.70881176,0.2525506,3.8727078,409.25266,32.0,1.0
0.6818347,0.24875307,3.8765054,410.0146,33.0,1.0
0.74630785,0.2890625,3.836196,406.50922,34.0,1.0
0.7400837,0.2913084,3.83395,406.11935,35.0,1.0
0.7611685,0.2890234,3.836235,406.13394,36.0,1.0
0.76012754,0.28520584,3.8400526,407.75928,37.0,1.0
0.7432556,0.28474426,3.8405142,407.64346,38.0,1.0
0.7453809,0.30024338,3.825015,407.18707,39.0,1.0
0.78787136,0.33459806,3.7906604,405.33566,40.0,1.0
0.79260254,0.33631992,3.7889385,405.70856,41.0,1.0
0.8448429,0.37197256,3.753286,403.88516,42.0,1.0
0.9137354,0.40686417,3.7183943,402.66214,43.0,1.0
1.0513797,0.48236036,3.642898,399.5101,44.0,1.0
1.0442824,0.48351765,3.6417408,399.25763,45.0,1.0
1.0672245,0.50506926,3.6201892,397.2085,46.0,1.0
1.019515,0.4734397,3.6518188,399.38187,47.0,1.0
