complexity,accuracy,distortion,mse,round,run,min_distance_to_curve
2.44643934608916,1.3983724065911929,0.5136552160475194,30.68981153986725,0.0,1.0,0.28897445495702084
0.0,0.0,1.9120276226977548,20.618483487087477,1.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,20.271974457411016,2.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,19.893088522791057,3.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,19.523245514384257,4.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,19.176965390890786,5.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,18.858652964102596,6.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,18.568706133688973,7.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,18.305904084894152,8.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,18.06839845481708,9.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,17.854145128302488,10.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,17.661099010663204,11.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,17.487302876019356,12.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,17.330926395895307,13.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,17.190280629477854,14.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,17.063820003794405,15.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.95013783171761,16.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.847958568290604,17.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.75612856986037,18.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.673606354178162,19.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.599452929846336,20.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.532822513018505,21.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.472953799551497,22.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.41916187024615,23.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.37083075209704,24.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.3274066259337,25.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.288391652173065,26.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.253338376445186,27.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.221844672330757,28.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.1935491772723,29.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.168127178555217,30.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.145286908246515,31.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.124766208583672,32.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.106329532183516,33.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.089765244378913,34.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.074883197863226,35.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.061512552555993,36.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.04949981615994,37.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.0387070832426,38.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.029010452843007,39.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.02029860657947,40.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.012471531028396,41.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,16.005439369768503,42.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.999121391952192,43.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.993445065589665,44.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.988345224924537,45.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.98376332235368,46.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.979646756310832,47.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.97594826740282,48.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.972625395869263,49.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.969639994139271,50.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.966957788890785,51.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.964547987585508,52.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.962382924963322,53.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.960437745437888,54.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.958690117747745,55.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.95711997858706,56.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.955709302273052,57.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.95444189380578,58.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.953303202944612,59.0,1.0,1.7763568394002505e-15
0.0,0.0,1.9120276226977548,15.952280157167085,60.0,1.0,1.7763568394002505e-15
