complexity,accuracy,distortion,mse,trial
2.6445591,0.015389919,0.00268507,2.4314675,0
2.3827744,0.013946056,0.004128933,3.7539532,1
2.298243,0.0069994926,0.011075497,10.163841,2
2.1298833,0.009369373,0.008705616,7.9431114,3
2.4147134,0.011667728,0.006407261,5.822051,4
1.7809019,0.007185459,0.01088953,9.922974,5
2.4008384,0.0072312355,0.010843754,9.874302,6
2.0449224,0.006046772,0.012028217,11.004541,7
