complexity,accuracy,distortion,mse,trial
1.5206556,1.5206003,1.8000312,1.5646677,0
1.5260224,1.5259666,1.7946649,1.552788,1
1.5265527,1.5264959,1.7941351,1.5516443,2
1.5207133,1.5206571,1.7999744,1.5645472,3
1.5125494,1.5124941,1.8081369,1.5840605,4
1.4510465,1.4509964,1.8696346,1.7353792,5
1.4510226,1.4509721,1.869659,1.7354646,6
1.4510462,1.450995,1.869636,1.7353812,7
