comm_cost,complexity
4.844738476786598e-12,4.855601691599779e-12
1.2096935020851165e-05,1.2123334898381702e-05
0.0001637136652582128,0.0001640683989990834
0.007129805400163115,0.0071447342364680255
1.3739596614030218,1.3765918535680417
3.307438431892617,3.318856310540502
3.3094709421842934,3.3215023252103806
3.309692906414201,3.3218549195464337
3.3097257225514514,3.3219152876129323
3.309730794754351,3.32192587802674
3.309731581065117,3.321927715044695
3.3097317030816065,3.321928030395318
3.309731722010921,3.321928084016969
3.3097317249476896,3.3219280930651167
3.3097317254037244,3.321928094583364
3.3097317254745877,3.3219280948368755
3.3097317254856002,3.321928094879013
3.309731725487314,3.3219280948859864
3.3097317254875795,3.3219280948871366
3.3097317254876204,3.321928094887326
3.3097317254876275,3.321928094887357
3.309731725487629,3.3219280948873613
3.309731725487629,3.3219280948873626
