complexity,accuracy,distortion,mse,trial
2.6464396,1.5914288,0.32059908,1.0333333,0
1.9535785,0.8781638,1.033864,11.987654,1
2.321928,1.0351372,0.87689066,10.5,2
1.9735353,0.91927433,0.9927535,12.760215,3
2.1725407,1.2019906,0.71003723,12.625305,4
2.6466131,1.34303,0.56899786,8.597933,5
2.39462,1.1389236,0.7731037,9.383873,6
3.1219282,1.8663311,0.045696735,0.1,7
