complexity,accuracy,distortion,mse
6.343856,4.811694,0.2999773,240.04
6.376308,4.8639593,0.24771118,282.51
-7.6293945e-06,-2.861023e-06,5.1116734,1666.502
6.436308,4.905342,0.20632839,142.06343
6.368758,4.8367968,0.27487373,269.2733
6.3087587,4.776572,0.33509922,178.4033
6.3763075,4.850233,0.26143742,183.27998
6.3412094,4.809249,0.30242252,282.18665
