complexity,mse
0.0,16.5
0.3337121,5.018569
0.72197723,2.5965843
0.98453426,1.764346
1.1799936,1.3219644
1.3142409,1.0555749
1.4080286,0.9186284
1.4941239,0.8087422
1.5629153,0.7300694
1.6231999,0.6724171
1.7049212,0.60310006
1.8021302,0.5280037
1.8842273,0.46995312
1.9528465,0.42533568
2.013002,0.38913098
2.067584,0.35855427
2.1183367,0.3319605
2.1663957,0.3083075
2.2124805,0.28692412
2.2570791,0.26734915
2.3004994,0.24926949
2.342946,0.23245813
2.3845234,0.21675713
2.4252615,0.20205706
2.4651842,0.18826409
2.5042744,0.1753106
2.5424747,0.1631479
2.5797758,0.1517202
2.616095,0.14099748
2.6514146,0.130936
2.6856594,0.12151129
2.7188082,0.112687625
2.750836,0.10443276
2.7816935,0.096724585
2.8113751,0.08953109
2.839872,0.082825005
2.86718,0.07657972
2.8933017,0.07076929
2.918249,0.06536842
2.9420342,0.0603527
2.964677,0.055698555
2.9862049,0.051383268
3.0066416,0.047385097
3.0260196,0.043683298
3.044373,0.04025808
3.0617352,0.037090648
3.0781412,0.034163225
3.0936294,0.031459015
3.1082382,0.028962182
3.122005,0.02665784
3.134966,0.024531998
3.147161,0.022571592
3.158625,0.020764364
3.1693947,0.019098869
3.179507,0.017564462
3.1889944,0.016151203
3.1978903,0.014849865
3.2062278,0.0136518525
3.2140374,0.012549195
3.221349,0.011534515
3.2281923,0.010600954
3.234591,0.009742167
3.2405746,0.008952296
3.2461677,0.008225908
3.2513914,0.007557983
3.256271,0.006943899
3.2608252,0.0063793706
3.2650754,0.005860452
3.269041,0.0053835064
3.2727406,0.004945174
3.276189,0.0045423578
3.2794037,0.0041722124
3.282398,0.0038321042
3.28519,0.0035196203
3.2877889,0.0032325303
3.2902083,0.0029687835
3.2924619,0.0027264953
3.2945592,0.002503929
3.296511,0.0022994864
3.2983267,0.0021116994
3.3000164,0.0019392173
3.3015862,0.0017807961
3.3030474,0.0016352949
3.3044055,0.0015016636
3.3056679,0.0013789358
3.3068414,0.0012662255
3.3079314,0.0011627158
3.308945,0.0010676589
3.3098848,0.0009803652
3.310759,0.0009002017
3.3115711,0.0008265877
3.312325,0.00075898867
3.3130236,0.00069691375
3.3136733,0.00063991244
3.3142767,0.00058757013
3.3148367,0.0005395072
3.3153558,0.0004953737
3.315837,0.00045484872
3.3162837,0.00041763752
3.3166978,0.00038346893
3.3170831,0.00035209514
3.3174396,0.00032328736
3.3177707,0.00029683582
3.3180764,0.00027254797
3.3183618,0.00025024693
3.3186243,0.0002297699
3.3188694,0.00021096836
3.3190951,0.00019370494
3.3193054,0.00017785394
3.3195007,0.0001632998
3.3196802,0.00014993636
3.3198476,0.0001376664
3.320002,0.00012640048
3.3201454,0.00011605639
3.3202782,0.00010655869
3.3204012,9.783818e-05
3.3205152,8.983119e-05
3.3206205,8.247952e-05
3.3207183,7.572944e-05
3.3208086,6.953174e-05
3.3208923,6.384123e-05
3.32097,5.861641e-05
3.3210418,5.3819116e-05
3.3211083,4.9414466e-05
3.3211696,4.5370285e-05
3.3212268,4.165707e-05
3.3212795,3.824775e-05
3.3213284,3.5117406e-05
3.3213735,3.2243286e-05
3.3214152,2.9604384e-05
3.321454,2.7181453e-05
3.3214898,2.4956822e-05
3.3215225,2.2914255e-05
3.3215532,2.1038837e-05
3.3215818,1.931693e-05
3.321608,1.7735947e-05
3.3216324,1.6284357e-05
3.3216546,1.4951569e-05
3.321675,1.3727862e-05
3.3216944,1.2604293e-05
3.321712,1.1572696e-05
3.3217282,1.0625528e-05
3.3217437,9.7558805e-06
3.3217573,8.957409e-06
3.3217707,8.2242805e-06
3.3217828,7.5511607e-06
3.321794,6.933133e-06
3.3218038,6.365689e-06
3.3218136,5.8446853e-06
3.3218222,5.3663243e-06
3.3218303,4.92711e-06
3.321838,4.523848e-06
3.3218446,4.153591e-06
3.3218508,3.8136382e-06
3.321857,3.5015087e-06
3.3218625,3.2149221e-06
3.3218675,2.9517944e-06
3.3218722,2.7102028e-06
3.3218765,2.4883836e-06
3.3218799,2.2847205e-06
3.3218842,2.0977257e-06
3.3218875,1.926034e-06
3.3218904,1.7683961e-06
3.3218932,1.6236604e-06
3.321896,1.4907705e-06
3.3218987,1.3687571e-06
3.3219008,1.2567301e-06
3.3219035,1.1538708e-06
3.3219051,1.0594313e-06
3.3219068,9.727212e-07
