complexity,accuracy,distortion,mse
4.92909,3.9129477,0.21231079,0.3960917
4.878501,3.873726,0.25153255,0.5514343
-1.9073486e-06,-9.536743e-07,4.1252594,416.50003
5.004534,3.9362488,0.18900967,0.35643446
4.958274,3.9177113,0.20754719,0.38302827
4.947694,3.8942275,0.23103094,0.45925915
4.9597692,3.8806682,0.24459028,0.51584476
4.9486723,3.8739977,0.25126076,0.5316785
