complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.98157291710076,3.742918001164064,33.590214433119655,6.676036359481504,0.3630934582781436,0.0386251175684033,0.0007167316001405,1.4095477386934674,0.0370363340536147,0.0227205421551782,0.00013267044667352576,1.4095477386934674,0
