complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.948491898621808,3.824029062761245,1.2876422652118649,5.867768363126498,0.1992955527993896,0.2031413917451706,0.0008232489803127417,1.1948883513487762,0
