complexity,accuracy,distortion,mse,gNID,eps,beta,run
5.242225919361854,5.1209696925587185,1.566437214653897,9.652760099651996,0.027338434852517524,0.012900752946734428,0.7823015451431274,0
5.119945757611648,5.00909003777562,1.678316869436996,11.585093574648017,0.033722570070650826,0.017839087173342705,0.7689859867095947,1
5.600367891455116,5.438171439364126,1.2492354678484894,5.864536852841212,0.01452512098204306,0.005062650889158249,0.832234799861908,2
5.999010479805094,5.765786859614407,0.9216200475982088,3.598084385157968,0.0017382512493528957,0.00046464710612781346,0.9187858700752258,3
6.059604989803653,5.8115655932005765,0.8758413140120389,3.363499611546055,0.00023429085538295702,0.00038874938036315143,0.9420880675315857,4
6.06280471800315,5.813837716747264,0.8735691904653518,3.3528529648224352,0.00023709370063229596,-0.0009063276811502874,0.9454169273376465,5
6.062976975804521,5.813957405674193,0.8734495015384223,3.3523472332129756,0.00022321629174493207,-0.0008507237653248012,0.9454169273376465,6
6.062858344575901,5.813873586503425,0.8735333207091909,3.3527148601667927,0.00023345089985171708,-0.000887545698788017,0.9454169273376465,7
6.06144407282183,5.812882160091064,0.8745247471215514,3.357179782637509,0.0003552374332644881,-0.0013348037609830499,0.9454169273376465,8
6.018774799223971,5.781278148737243,0.906128758475372,3.513017173987417,0.001089709097038316,-0.00176316499710083,0.928772509098053,9
