complexity,accuracy,distortion,mse,gNID,eps,beta,run
2.940631403988677,2.9372734925682025,3.750133414644413,189.68930450998005,0.17655984894354482,-0.060060396790504456,0.722381591796875,0
2.9406616436456474,2.937303604799684,3.7501033024129313,189.68118920409432,0.1765505502285798,-0.06006021797657013,0.722381591796875,1
2.940724710184311,2.9373663262574556,3.75004058095516,189.666315692862,0.17653114027829742,-0.060059741139411926,0.722381591796875,2
2.9406866352048517,2.937328458559122,3.7500784486534937,189.67505954152932,0.17654270432538832,-0.06006002798676491,0.722381591796875,3
2.9406879844836773,2.937329825236928,3.750077081975688,189.6741497895477,0.17654305863759445,-0.0600600503385067,0.722381591796875,4
2.940698910347116,2.937340644555773,3.7500662626568424,189.67309304878196,0.1765384553399556,-0.06005990877747536,0.722381591796875,5
2.9407075254301223,2.9373492545903233,3.750057652622292,189.6696878553508,0.1765358662200921,-0.06005989760160446,0.722381591796875,6
2.9406855068443587,2.9373273654535,3.7500795417591153,189.67482318485108,0.17654271174922886,-0.06006007641553879,0.722381591796875,7
2.940541586441883,2.9371840641715625,3.750222843041053,189.71882046253103,0.1765894950008664,-0.060060933232307434,0.722381591796875,8
2.938996807334746,2.935646311314306,3.75176059589831,190.15110691523233,0.17704784032378995,-0.06007065996527672,0.722381591796875,9
