comm_cost,complexity
1.6345773797506162e-12,1.8121344652157178e-12
3.1405352212409525e-06,3.438789616542608e-06
0.000172675472685845,0.0001863219591217932
0.0021600962374583445,0.002301421372474413
0.10411124214727696,0.11090407047771039
0.8779236986662298,0.9756618722019155
1.193651312870669,1.3998861477129556
1.35810775320486,1.6635143501492147
1.452954747551492,1.8381848658684805
1.5324481404389234,2.004221854216381
1.5880770080319493,2.1356485141237354
1.638656149851986,2.2662878461632165
1.6814576222146187,2.389293191543878
1.7258858756001363,2.5272148678345294
1.7622278873325996,2.649224840091382
1.7934012705476263,2.7617709800698287
1.8201708701654853,2.86462288720548
1.8401757542260442,2.946706068944866
1.857170270919669,3.0200486479726636
1.8694002519417763,3.0759979145159786
1.8788623562786235,3.121615163527146
1.8857166880236744,3.156332101373213
1.8915796325163268,3.1874144006753946
1.895957556505184,3.211762777937322
1.899278520826397,3.231121165611601
1.901903750915359,3.247060349836046
1.903928227008957,3.259877787869125
1.9055340966932355,3.2704471493572176
1.9067935123520885,3.2790516174116826
1.9077929875913684,3.286129867539101
