,name,probability
0,1,0.008988905
1,2,0.004246058
2,3,0.003695449
3,4,0.0035201055
4,5,0.0034417878
5,6,0.0033999775
6,7,0.0033750131
7,8,0.0033589082
8,9,0.0033479114
9,10,0.0033400676
10,11,0.0033342757
11,12,0.0033298773
12,13,0.0033264582
13,14,0.003323748
14,15,0.0033215631
15,16,0.003319776
16,17,0.0033182956
17,18,0.0033170555
18,19,0.0033160062
19,20,0.0033151107
20,21,0.0033143405
21,22,0.0033136725
22,23,0.0033130902
23,24,0.0033125794
24,25,0.0033121284
25,26,0.0033117286
26,27,0.0033113724
27,28,0.0033110538
28,29,0.0033107675
29,30,0.0033105095
30,31,0.003310276
31,32,0.003310064
32,33,0.0033098713
33,34,0.003309695
34,35,0.003309534
35,36,0.0033093859
36,37,0.0033092496
37,38,0.0033091241
38,39,0.003309008
39,40,0.0033089006
40,41,0.003308801
41,42,0.0033087083
42,43,0.0033086224
43,44,0.0033085416
44,45,0.0033084666
45,46,0.0033083966
46,47,0.0033083307
47,48,0.003308269
48,49,0.0033082108
49,50,0.0033081563
50,51,0.0033081048
51,52,0.0033080566
52,53,0.0033080108
53,54,0.0033079677
54,55,0.0033079267
55,56,0.003307888
56,57,0.0033078513
57,58,0.0033078163
58,59,0.0033077835
59,60,0.0033077518
60,61,0.0033077223
61,62,0.0033076939
62,63,0.0033076664
63,64,0.0033076408
64,65,0.003307616
65,66,0.0033075926
66,67,0.00330757
67,68,0.0033075484
68,69,0.003307528
69,70,0.003307508
70,71,0.0033074894
71,72,0.0033074713
72,73,0.0033074538
73,74,0.003307437
74,75,0.0033074215
75,76,0.0033074059
76,77,0.0033073912
77,78,0.003307377
78,79,0.0033073633
79,80,0.0033073497
80,81,0.0033073372
81,82,0.0033073253
82,83,0.0033073132
83,84,0.0033073018
84,85,0.0033072908
85,86,0.0033072804
86,87,0.0033072704
87,88,0.00330726
88,89,0.0033072508
89,90,0.0033072417
90,91,0.0033072324
91,92,0.003307224
92,93,0.0033072156
93,94,0.0033072075
94,95,0.0033071998
95,96,0.0033071921
96,97,0.003307185
97,98,0.0033071777
98,99,0.0033071707
99,100,0.003307164
100,101,0.0033071574
101,102,0.0033071514
102,103,0.0033071449
103,104,0.003307139
104,105,0.0033071334
105,106,0.0033071274
106,107,0.003307122
107,108,0.0033071167
108,109,0.0033071118
109,110,0.0033071067
110,111,0.0033071018
111,112,0.0033070967
112,113,0.0033070925
113,114,0.0033070878
114,115,0.0033070834
115,116,0.003307079
116,117,0.003307075
117,118,0.0033070706
118,119,0.0033070669
119,120,0.003307063
120,121,0.0033070592
121,122,0.0033070554
122,123,0.003307052
