name,probability
1,0.0154095371660949
2,0.0014124892432174
3,0.0165793708497399
4,0.0041018052234603
5,0.0002744443963113
6,0.0011388970675301
7,0.0050752581684015
8,0.0085335052134771
9,0.009333734244033
10,0.0041384606677574
11,6.45858480151523e-05
12,0.0258253275410597
13,0.0004845520766865
14,0.000158599818909
15,0.0009562899863956
16,0.0078403292619241
17,0.003491965465374
18,0.0111551135330926
19,0.0025409389789323
20,0.0078394054097543
21,0.0049407321837052
22,0.0043987133119491
23,0.0009520971663525
24,0.0006278522610903
25,0.0003243453868302
26,0.0004660305105609
27,0.0013971815429988
28,0.0039016182715655
29,0.0032528161516236
30,0.0010332267821768
31,7.4211222982790255e-06
32,5.693447818272453e-05
33,0.0007485660094344
34,0.0022080289551123
35,0.0020036709583075
36,0.0002887388416138
37,0.0009422019151458
38,0.0015534177089718
39,0.0023827952440404
40,0.0002484485498694
41,0.0031815329683771
42,0.0005656818690578
43,0.0021518073658005
44,0.0014468492395554
45,0.0037754386571359
46,0.0035821799812004
47,9.417340989002782e-05
48,0.0038575261319641
49,0.0005485141232218
50,0.0013677982841662
51,0.0027028627240164
52,0.0027812340767296
53,0.0008630429088099
54,0.0015045951181592
55,0.0004025342181479
56,0.0001866001272328
57,0.0003261258450514
58,0.0010627956904443
59,0.0003430033677728
60,0.0019228546815666
61,0.0021504845285859
62,0.0016669879750074
63,0.000419642061877
64,0.001470866529728
65,0.0061006336589171
66,0.0018100348075182
67,0.0018899276298354
68,0.0007359428214813
69,0.0001222121428282
70,0.0013257019792189
71,0.000114516443366
72,0.0031437028926371
73,0.0014085705790156
74,0.0003083471686828
75,5.149005801992997e-05
76,0.001201090695494
77,0.0030080683304649
78,0.0001363583763235
79,0.0065950082762406
80,0.0034500783176138
81,0.0014550523533249
82,0.0005060040004927
83,0.000136718254477
84,0.0009842561379124
85,0.0025764173004759
86,0.0014005337243727
87,0.0058592175016463
88,0.0005488169668662
89,0.0342846543372973
90,0.0005685383462501
91,0.0023760737778428
92,0.004128389287652
93,0.0012426775743001
94,0.0024533167347176
95,0.0008929492930576
96,0.0142662586702483
97,0.0012762207316077
98,0.0156693485280601
99,0.0009555817383037
100,0.0001964579526314
101,0.0008281518417868
102,1.5928207134932528e-07
103,7.274802608426358e-06
104,0.0002080478835469
105,0.0008741751219241
106,0.0012795883047692
107,0.0052446605301296
108,0.0001089911569547
109,0.0008897651224615
110,0.0077569349609555
111,0.0007823741293221
112,0.0083587413942541
113,0.0113489677700445
114,0.0004652428706023
115,0.0027470395632832
116,0.0008912822507296
117,0.0019672665075935
118,0.0034451363105245
119,0.002467381466993
120,0.0077097088676084
121,0.0030119843860951
122,0.0038832596279035
123,0.0012128483109873
124,0.0003485505072479
125,0.0032575501674326
126,0.0007619601799255
127,0.0019630777406644
128,0.0044095853784339
129,0.0027950746578058
130,0.0029740573634547
131,0.0015245255609342
132,0.0040959641071128
133,0.001804567638778
134,0.0011209556809934
135,0.0010971444649758
136,0.0020085812733662
137,0.0003651066234944
138,0.0016288152687827
139,0.0030761510922263
140,0.001730821925426
141,0.0243699469857487
142,0.0019726041939551
143,0.0017933325134757
144,0.001744095136681
145,0.000282923387604
146,0.0064907480090979
147,0.001259426584753
148,0.0162778147466196
149,3.3022722459432546e-05
