,complexity,accuracy,distortion,mse,gNID,eps,beta,run,discr_need
1,4.641611,4.3469133,0.76475716,2.8742135,0.0002595293722712,2.7126208806294017e-05,1.015323519706726,1,2.0
2,4.6371155,4.3439817,0.76768875,2.8860006,0.000212337496354,0.0005632302490994,1.01199471950531,2,2.0
3,4.639517,4.3455715,0.76609993,2.8794458,0.0004508036164767,0.0013661301927641,1.01199471950531,3,2.0
4,4.6418447,4.3470592,0.76461124,2.873648,0.0002316789392364,0.0001107222415157,1.015323519706726,4,2.0
5,4.6425514,4.347555,0.76411533,2.871366,0.0001313550312135,0.0003192426811438,1.015323519706726,5,2.0
6,4.6399107,4.3457966,0.76587486,2.878784,0.0004612751581719,-0.000549592426978,1.015323519706726,6,2.0
7,4.6399527,4.34583,0.76584053,2.878607,0.0004518561266871,-0.0005411389283835,1.015323519706726,7,2.0
0,3.3772821,3.3204975,1.7911739,12.084734,0.0082174461579982,-0.0158572569489479,0.755670428276062,0,-2.0
1,3.3904524,3.3328056,1.7788658,11.870593,0.0057271563997052,-0.0147176496684551,0.755670428276062,1,-2.0
2,3.3811913,3.3241606,1.7875099,12.018585,0.007466276881671,-0.0155316554009914,0.755670428276062,2,-2.0
3,3.3944101,3.3364801,1.7751904,11.81176,0.0050279692618682,-0.0143428286537528,0.755670428276062,3,-2.0
4,3.3888178,3.3312893,1.7803812,11.897079,0.0060322545353488,-0.0148741407319903,0.755670428276062,4,-2.0
5,3.3917189,3.3339567,1.7777147,11.854877,0.0055398804544513,-0.0145662063732743,0.755670428276062,5,-2.0
6,3.380021,3.3230247,1.7886457,12.046542,0.0077695604623376,-0.0155783500522375,0.755670428276062,6,-2.0
7,3.3906755,3.3329906,1.7786798,11.872722,0.0057415817514914,-0.0146684302017092,0.755670428276062,7,-2.0
