,complexity,accuracy,distortion,mse,gNID,eps,beta,run,discr_need
0,4.4893217,4.243617,0.86805344,3.3170242,0.0002994084322853,-0.0010972474701702,0.9554036259651184,0,0.0
1,4.4892178,4.2435484,0.86812305,3.3173046,0.0003094095769337,-0.0011351786088198,0.9554036259651184,1,0.0
2,4.4895706,4.243805,0.86786556,3.3160172,0.0002639820263817,-0.0010333632817491,0.9554036259651184,2,0.0
3,4.4896946,4.243887,0.86778355,3.3156714,0.0002500748673655,-0.0009904411854222,0.9554036259651184,3,0.0
4,4.489067,4.243449,0.8682213,3.3176742,0.0003248341035527,-0.0011880827369168,0.9554036259651184,4,0.0
5,4.4889975,4.24339,0.8682804,3.3180044,0.0003367265510579,-0.0011990627972409,0.9554036259651184,5,0.0
6,4.489687,4.243881,0.8677902,3.3157344,0.0002554236293715,-0.0009914393303915,0.9554036259651184,6,0.0
7,4.489607,4.243825,0.86784554,3.315984,0.0002627638229599,-0.0010163941187784,0.9554036259651184,7,0.0
0,4.64157,4.3469114,0.76475906,2.8740203,0.0002492851346401,-1.3262885659059975e-05,1.015323519706726,0,1.0
1,4.643427,4.348097,0.76357365,2.8694236,0.0001261652527763,0.0006479910807684,1.015323519706726,1,1.0
2,4.642787,4.347703,0.7639675,2.8708217,0.0001056801135219,0.0004047172551508,1.015323519706726,2,1.0
3,4.6422443,4.34735,0.7643204,2.8722332,0.0001650748557288,0.0002187395730288,1.015323519706726,3,1.0
4,4.6407003,4.346307,0.7653637,2.8767068,0.0003667011717993,-0.0002743830555118,1.015323519706726,4,1.0
5,4.641594,4.3469524,0.76471806,2.8736281,0.000233802078207,-3.0169947422109544e-05,1.015323519706726,5,1.0
6,4.6416283,4.3469305,0.76474,2.8740826,0.000249699218745,2.430836502753664e-05,1.015323519706726,6,1.0
7,4.6388416,4.345106,0.76656437,2.8815086,0.0003692809394115,0.0011588085908442,1.01199471950531,7,1.0
0,4.066963,3.922471,1.1891994,5.192473,0.0012568080346577,-0.0038530239835381,0.832234799861908,0,-1.0
1,4.067271,3.922718,1.1889524,5.1909056,0.0012147713699319,-0.0037785393651574,0.832234799861908,1,-1.0
2,4.0670824,3.9225721,1.1890984,5.191583,0.0012312761052573,-0.0038312515243887,0.832234799861908,2,-1.0
3,4.067355,3.9228,1.1888704,5.189922,0.0011906225858068,-0.0037751016207039,0.832234799861908,3,-1.0
4,4.067128,3.922614,1.1890574,5.191246,0.0012241498633532,-0.0038255220279097,0.832234799861908,4,-1.0
5,4.067276,3.9227276,1.1889429,5.1904902,0.0012096118829741,-0.0037842688616365,0.832234799861908,5,-1.0
6,4.066723,3.9222841,1.1893864,5.1934175,0.0012757016763976,-0.0039171953685581,0.832234799861908,6,-1.0
7,4.066942,3.9224472,1.1892233,5.1926904,0.0012621606400439,-0.0038484404794871,0.832234799861908,7,-1.0
0,2.5317965,2.5147247,2.5969458,38.794323,0.0872888906046497,-0.0374561473727226,0.7323682308197021,0,-3.0
1,2.536316,2.5191479,2.5925226,38.574566,0.0870769414288266,-0.0373246297240257,0.7323682308197021,1,-3.0
2,2.5441046,2.526842,2.5848284,37.93409,0.0868718892570119,-0.0371944084763526,0.7323682308197021,2,-3.0
3,2.5163164,2.4994402,2.6122303,40.206543,0.0871769972147771,-0.0377217940986156,0.7323682308197021,3,-3.0
4,2.577406,2.559575,2.5520954,35.842583,0.0765860586340737,-0.0396142564713954,0.7356971502304077,4,-3.0
5,2.4753714,2.4591599,2.6525116,43.020767,0.0888037542654567,-0.0386307127773761,0.7323682308197021,5,-3.0
6,2.498681,2.4821177,2.6295528,41.29736,0.0880066642159486,-0.0381489060819149,0.7323682308197021,6,-3.0
7,2.4740734,2.4578876,2.6537828,43.098873,0.088767518756093,-0.0386671759188175,0.7323682308197021,7,-3.0
0,4.6405687,4.3462296,0.76544094,2.876982,0.0003832308921455,-0.0003279220836702,1.015323519706726,0,3.0
1,4.6401806,4.3459606,0.7657099,2.8781562,0.0004315200873038,-0.000446271529654,1.015323519706726,1,3.0
2,4.6394815,4.3455496,0.7661209,2.8795319,0.0004447252054471,0.0013529370771721,1.01199471950531,2,3.0
3,4.639946,4.345833,0.76583767,2.8785336,0.0004534786267877,-0.000549592426978,1.015323519706726,3,3.0
4,4.640851,4.346445,0.7652254,2.8758943,0.0003326654902915,-0.0002621723979245,1.015323519706726,4,3.0
5,4.6418905,4.3470964,0.764575,2.8734593,0.0002226272981705,0.0001201150516862,1.015323519706726,5,3.0
6,4.640233,4.346011,0.7656603,2.8778794,0.0004233245474128,-0.0004434536676853,1.015323519706726,6,3.0
7,4.6401815,4.3460064,0.7656641,2.87768,0.0004165728683365,-0.0004894784651696,1.015323519706726,7,3.0
0,4.639702,4.3456554,0.76601505,2.8793585,0.0004665468584669,0.0014650791417807,1.01199471950531,0,2.0
