accuracy,complexity
2.2256248699420595e-12,2.3973325004490553e-12
5.375727433345103e-06,5.704346085027173e-06
0.0002805849925733126,0.0002947605822083189
0.005067147634225598,0.005255884720136316
0.43063706615675457,0.44466448710531564
2.3959031044953885,2.546891464972373
2.730984545890679,3.007196073268849
2.8970639968972227,3.2785786777284724
3.001915955043831,3.476725199277763
3.0711589301419404,3.6249054948068
3.122509873105047,3.7473057393901947
3.162445594368516,3.8523203380189313
3.194373114054211,3.9441600921298035
3.2203795619007893,4.025325392969276
3.2426253567844987,4.100539758576576
3.2606477576625186,4.165887815757572
3.276257116861307,4.226315063849149
3.2899213915683703,4.282550635149559
3.3018235083026912,4.334480566910679
3.312233114305081,4.382517135945056
3.321474264283192,4.427372691497441
3.3298151775640514,4.469911435156054
3.3373519618362435,4.510264404777299
3.3440351087988294,4.547618258098222
3.350272094288941,4.584120894997915
3.3559972252080628,4.618940192397912
3.3610135580309857,4.650734102590844
3.3658402774582785,4.682628883399238
3.3702645290981192,4.712932469346047
3.374287717818458,4.741332423335829
